,Line,Group,Left,Right,ref_transcript,hyp_transcript,asr_hyp,interview_name,diff_name,diff_typ
20287,7015,well actually i got the- <-> ***,well actually i got the- , ***,aa-rev,openai-async,True,DCB_se1_ag1_f_01_1,del_restart,verbatim
20288,7095,or or if you like look how little the cupcake- <-> ***,or or if you like look how little the cupcake- , ***,aa-rev,openai-async,True,DCB_se1_ag1_f_01_1,del_restart,verbatim
20289,7136,one bite- <-> ***,one bite- , ***,aa-rev,openai-async,True,DCB_se1_ag1_f_01_1,del_restart,verbatim
20290,301,grandmother <-> grandmother's,grandmother , grandmother's,aa-rev,openai-async,True,DCB_se1_ag3_f_02_1,cop_aux_del_19a,morpho_syntax
20291,352,brother <-> brother's,brother , brother's,aa-rev,openai-async,True,DCB_se1_ag3_f_02_1,cop_aux_del_19a,morpho_syntax
20292,783,it <-> it's,it , it's,aa-rev,openai-async,True,DCB_se1_ag3_f_02_1,cop_aux_del_19a,morpho_syntax
20293,666,go in the <-> going to,go in the , going to,aa-rev,openai-async,True,DCB_se1_ag3_f_02_1,is_red_form,morpho_syntax
20294,3,um <-> ***,um , ***,aa-rev,openai-async,True,DCB_se1_ag3_f_02_1,filler_del,verbatim
20295,13,um <-> ***,um , ***,aa-rev,openai-async,True,DCB_se1_ag3_f_02_1,filler_del,verbatim
20296,86,uh <-> ***,uh , ***,aa-rev,openai-async,True,DCB_se1_ag3_f_02_1,filler_del,verbatim
20297,152,um <-> ***,um , ***,aa-rev,openai-async,True,DCB_se1_ag3_f_02_1,filler_del,verbatim
20298,157,um <-> ***,um , ***,aa-rev,openai-async,True,DCB_se1_ag3_f_02_1,filler_del,verbatim
20299,167,um <-> ***,um , ***,aa-rev,openai-async,True,DCB_se1_ag3_f_02_1,filler_del,verbatim
20300,175,mm-hmm <-> ***,mm-hmm , ***,aa-rev,openai-async,True,DCB_se1_ag3_f_02_1,filler_del,verbatim
20301,236,mm-hmm <-> ***,mm-hmm , ***,aa-rev,openai-async,True,DCB_se1_ag3_f_02_1,filler_del,verbatim
20302,249,uh <-> ***,uh , ***,aa-rev,openai-async,True,DCB_se1_ag3_f_02_1,filler_del,verbatim
20303,297,um <-> ***,um , ***,aa-rev,openai-async,True,DCB_se1_ag3_f_02_1,filler_del,verbatim
20304,376,um <-> ***,um , ***,aa-rev,openai-async,True,DCB_se1_ag3_f_02_1,filler_del,verbatim
20305,564,uh <-> ***,uh , ***,aa-rev,openai-async,True,DCB_se1_ag3_f_02_1,filler_del,verbatim
20306,644,uh <-> ***,uh , ***,aa-rev,openai-async,True,DCB_se1_ag3_f_02_1,filler_del,verbatim
20307,749,okay <-> ***,okay , ***,aa-rev,openai-async,True,DCB_se1_ag3_f_02_1,filler_del,verbatim
20308,765,oh <-> ***,oh , ***,aa-rev,openai-async,True,DCB_se1_ag3_f_02_1,filler_del,verbatim
20309,903,um <-> ***,um , ***,aa-rev,openai-async,True,DCB_se1_ag3_f_02_1,filler_del,verbatim
20310,939,uh <-> ***,uh , ***,aa-rev,openai-async,True,DCB_se1_ag3_f_02_1,filler_del,verbatim
20311,1006,um <-> ***,um , ***,aa-rev,openai-async,True,DCB_se1_ag3_f_02_1,filler_del,verbatim
20312,630,a- <-> ***,a- , ***,aa-rev,openai-async,True,DCB_se1_ag3_f_02_1,del_restart,verbatim
20313,753,ma- <-> ***,ma- , ***,aa-rev,openai-async,True,DCB_se1_ag3_f_02_1,del_restart,verbatim
20314,853,i know that's right okay are there any um wh- <-> ***,i know that's right okay are there any um wh- , ***,aa-rev,openai-async,True,DCB_se1_ag3_f_02_1,del_restart,verbatim
20315,962,r- <-> ***,r- , ***,aa-rev,openai-async,True,DCB_se1_ag3_f_02_1,del_restart,verbatim
20316,1120,*** <-> are,*** , are,aa-rev,openai-async,True,DCB_se1_ag3_m_02_2,cop_aux_del_19a,morpho_syntax
20317,1518,he's <-> he,he's , he,aa-rev,openai-async,True,DCB_se1_ag3_m_02_2,cop_aux_del_19a,morpho_syntax
20318,1393,*** <-> do,*** , do,aa-rev,openai-async,True,DCB_se1_ag3_m_02_2,invariant_be_19b,morpho_syntax
20319,124,shootings <-> shooting,shootings , shooting,aa-rev,openai-async,True,DCB_se1_ag3_m_02_2,final_s_del_20a_21b,morpho_syntax
20320,596,cowboys <-> cowboy,cowboys , cowboy,aa-rev,openai-async,True,DCB_se1_ag3_m_02_2,final_s_del_20a_21b,morpho_syntax
20321,720,game <-> games,game , games,aa-rev,openai-async,True,DCB_se1_ag3_m_02_2,final_s_del_20a_21b,morpho_syntax
20322,1337,time <-> times,time , times,aa-rev,openai-async,True,DCB_se1_ag3_m_02_2,final_s_del_20a_21b,morpho_syntax
20323,500,is <-> are,is , are,aa-rev,openai-async,True,DCB_se1_ag3_m_02_2,switch_sin_plu_20b,morpho_syntax
20324,157,learned <-> learn,learned , learn,aa-rev,openai-async,True,DCB_se1_ag3_m_02_2,stem_for_past_20e,morpho_syntax
20325,214,about <-> ***,about , ***,aa-rev,openai-async,True,DCB_se1_ag3_m_02_2,is_red_form,morpho_syntax
20326,566,because <-> ***,because , ***,aa-rev,openai-async,True,DCB_se1_ag3_m_02_2,is_red_form,morpho_syntax
20327,627,going to <-> a,going to , a,aa-rev,openai-async,True,DCB_se1_ag3_m_02_2,is_red_form,morpho_syntax
20328,1592,you i think i plead the fifth with you i've never um that's what's up well <-> them,you i think i plead the fifth with you i've never um that's what's up well , them,aa-rev,openai-async,True,DCB_se1_ag3_m_02_2,is_red_form,morpho_syntax
20329,1498,you know he's from seat <-> c,you know he's from seat , c,aa-rev,openai-async,True,DCB_se1_ag3_m_02_2,is_lexical,morpho_syntax
20330,1520,seat <-> c,seat , c,aa-rev,openai-async,True,DCB_se1_ag3_m_02_2,is_lexical,morpho_syntax
20331,1578,i <-> ***,i , ***,aa-rev,openai-async,True,DCB_se1_ag3_m_02_2,is_lexical,morpho_syntax
20332,744,dc's <-> of dc has,dc's , of dc has,aa-rev,openai-async,True,DCB_se1_ag3_m_02_2,is_contraction,reductions
20333,1222,he'll <-> here will,he'll , here will,aa-rev,openai-async,True,DCB_se1_ag3_m_02_2,is_contraction,reductions
20334,1417,they're <-> they are,they're , they are,aa-rev,openai-async,True,DCB_se1_ag3_m_02_2,is_contraction,reductions
20335,916,oh <-> ***,oh , ***,aa-rev,openai-async,True,DCB_se1_ag3_m_02_2,filler_del,verbatim
20336,1622,oh <-> ***,oh , ***,aa-rev,openai-async,True,DCB_se1_ag3_m_02_2,filler_del,verbatim
20337,1715,mm-hmm <-> ***,mm-hmm , ***,aa-rev,openai-async,True,DCB_se1_ag3_m_02_2,filler_del,verbatim
20338,21,what's is- what- <-> ***,what's is- what- , ***,aa-rev,openai-async,True,DCB_se1_ag3_m_02_2,del_restart,verbatim
20339,101,f- <-> ***,f- , ***,aa-rev,openai-async,True,DCB_se1_ag3_m_02_2,del_restart,verbatim
20340,266,did you- <-> ***,did you- , ***,aa-rev,openai-async,True,DCB_se1_ag3_m_02_2,del_restart,verbatim
20341,492,no- <-> ***,no- , ***,aa-rev,openai-async,True,DCB_se1_ag3_m_02_2,del_restart,verbatim
20342,667,did you go to the games yeah- <-> ***,did you go to the games yeah- , ***,aa-rev,openai-async,True,DCB_se1_ag3_m_02_2,del_restart,verbatim
20343,1282,yes yeah that- <-> ***,yes yeah that- , ***,aa-rev,openai-async,True,DCB_se1_ag3_m_02_2,del_restart,verbatim
20344,785,room <-> rooms,room , rooms,aa-rev,openai-async,True,DCB_se1_ag4_f_01_1,final_s_del_20a_21b,morpho_syntax
20345,1360,sometime <-> sometimes,sometime , sometimes,aa-rev,openai-async,True,DCB_se1_ag4_f_01_1,final_s_del_20a_21b,morpho_syntax
20346,1587,elevators <-> elevator,elevators , elevator,aa-rev,openai-async,True,DCB_se1_ag4_f_01_1,final_s_del_20a_21b,morpho_syntax
20347,1082,was <-> were,was , were,aa-rev,openai-async,True,DCB_se1_ag4_f_01_1,switch_sin_plu_20b,morpho_syntax
20348,377,it <-> ***,it , ***,aa-rev,openai-async,True,DCB_se1_ag4_f_01_1,add_pronoun_21d,morpho_syntax
20349,258,a <-> gonna,a , gonna,aa-rev,openai-async,True,DCB_se1_ag4_f_01_1,is_red_form,morpho_syntax
20350,364,of our <-> about,of our , about,aa-rev,openai-async,True,DCB_se1_ag4_f_01_1,is_red_form,morpho_syntax
20351,798,a <-> ***,a , ***,aa-rev,openai-async,True,DCB_se1_ag4_f_01_1,is_lexical,morpho_syntax
20352,895,b <-> d,b , d,aa-rev,openai-async,True,DCB_se1_ag4_f_01_1,is_lexical,morpho_syntax
20353,1181,i <-> ***,i , ***,aa-rev,openai-async,True,DCB_se1_ag4_f_01_1,is_lexical,morpho_syntax
20354,1417,i <-> ***,i , ***,aa-rev,openai-async,True,DCB_se1_ag4_f_01_1,is_lexical,morpho_syntax
20355,38,mm-hmm where is <-> where's,mm-hmm where is , where's,aa-rev,openai-async,True,DCB_se1_ag4_f_01_1,is_contraction,reductions
20356,160,how did <-> how'd,how did , how'd,aa-rev,openai-async,True,DCB_se1_ag4_f_01_1,is_contraction,reductions
20357,1172,where did <-> where'd,where did , where'd,aa-rev,openai-async,True,DCB_se1_ag4_f_01_1,is_contraction,reductions
20358,25,uh-huh <-> ***,uh-huh , ***,aa-rev,openai-async,True,DCB_se1_ag4_f_01_1,filler_del,verbatim
20359,52,oh <-> ***,oh , ***,aa-rev,openai-async,True,DCB_se1_ag4_f_01_1,filler_del,verbatim
20360,70,um <-> ***,um , ***,aa-rev,openai-async,True,DCB_se1_ag4_f_01_1,filler_del,verbatim
20361,224,oh <-> ***,oh , ***,aa-rev,openai-async,True,DCB_se1_ag4_f_01_1,filler_del,verbatim
20362,264,mm-hmm <-> ***,mm-hmm , ***,aa-rev,openai-async,True,DCB_se1_ag4_f_01_1,filler_del,verbatim
20363,319,uh <-> ***,uh , ***,aa-rev,openai-async,True,DCB_se1_ag4_f_01_1,filler_del,verbatim
20364,360,um <-> ***,um , ***,aa-rev,openai-async,True,DCB_se1_ag4_f_01_1,filler_del,verbatim
20365,414,okay <-> ***,okay , ***,aa-rev,openai-async,True,DCB_se1_ag4_f_01_1,filler_del,verbatim
20366,464,okay <-> ***,okay , ***,aa-rev,openai-async,True,DCB_se1_ag4_f_01_1,filler_del,verbatim
20367,491,mm-hmm <-> ***,mm-hmm , ***,aa-rev,openai-async,True,DCB_se1_ag4_f_01_1,filler_del,verbatim
20368,522,mm-hmm <-> ***,mm-hmm , ***,aa-rev,openai-async,True,DCB_se1_ag4_f_01_1,filler_del,verbatim
20369,590,mm-hmm <-> ***,mm-hmm , ***,aa-rev,openai-async,True,DCB_se1_ag4_f_01_1,filler_del,verbatim
20370,674,uh <-> ***,uh , ***,aa-rev,openai-async,True,DCB_se1_ag4_f_01_1,filler_del,verbatim
20371,760,mm-hmm <-> ***,mm-hmm , ***,aa-rev,openai-async,True,DCB_se1_ag4_f_01_1,filler_del,verbatim
20372,847,uh <-> ***,uh , ***,aa-rev,openai-async,True,DCB_se1_ag4_f_01_1,filler_del,verbatim
20373,970,um <-> ***,um , ***,aa-rev,openai-async,True,DCB_se1_ag4_f_01_1,filler_del,verbatim
20374,988,uh <-> ***,uh , ***,aa-rev,openai-async,True,DCB_se1_ag4_f_01_1,filler_del,verbatim
20375,1033,um <-> ***,um , ***,aa-rev,openai-async,True,DCB_se1_ag4_f_01_1,filler_del,verbatim
20376,1041,mm-hmm <-> ***,mm-hmm , ***,aa-rev,openai-async,True,DCB_se1_ag4_f_01_1,filler_del,verbatim
20377,1120,mm-hmm <-> ***,mm-hmm , ***,aa-rev,openai-async,True,DCB_se1_ag4_f_01_1,filler_del,verbatim
20378,1140,um <-> ***,um , ***,aa-rev,openai-async,True,DCB_se1_ag4_f_01_1,filler_del,verbatim
20379,1184,um <-> ***,um , ***,aa-rev,openai-async,True,DCB_se1_ag4_f_01_1,filler_del,verbatim
20380,1256,uh <-> ***,uh , ***,aa-rev,openai-async,True,DCB_se1_ag4_f_01_1,filler_del,verbatim
20381,1262,mm-hmm <-> ***,mm-hmm , ***,aa-rev,openai-async,True,DCB_se1_ag4_f_01_1,filler_del,verbatim
20382,1399,mm-mm <-> ***,mm-mm , ***,aa-rev,openai-async,True,DCB_se1_ag4_f_01_1,filler_del,verbatim
20383,1404,mm-mm <-> ***,mm-mm , ***,aa-rev,openai-async,True,DCB_se1_ag4_f_01_1,filler_del,verbatim
20384,1498,mm-hmm <-> ***,mm-hmm , ***,aa-rev,openai-async,True,DCB_se1_ag4_f_01_1,filler_del,verbatim
20385,49,and m- <-> ***,and m- , ***,aa-rev,openai-async,True,DCB_se1_ag4_f_01_1,del_restart,verbatim
20386,577,um whe- <-> ***,um whe- , ***,aa-rev,openai-async,True,DCB_se1_ag4_f_01_1,del_restart,verbatim
20387,739,it was an apar- <-> ***,it was an apar- , ***,aa-rev,openai-async,True,DCB_se1_ag4_f_01_1,del_restart,verbatim
20388,865,okay so you were northeast- <-> ***,okay so you were northeast- , ***,aa-rev,openai-async,True,DCB_se1_ag4_f_01_1,del_restart,verbatim
20389,883,so clo- <-> ***,so clo- , ***,aa-rev,openai-async,True,DCB_se1_ag4_f_01_1,del_restart,verbatim
20390,1122,sh- <-> ***,sh- , ***,aa-rev,openai-async,True,DCB_se1_ag4_f_01_1,del_restart,verbatim
20391,1290,uh um s- <-> ***,uh um s- , ***,aa-rev,openai-async,True,DCB_se1_ag4_f_01_1,del_restart,verbatim
20392,1505,s- <-> ***,s- , ***,aa-rev,openai-async,True,DCB_se1_ag4_f_01_1,del_restart,verbatim
20393,299,necklace <-> necklaces,necklace , necklaces,aa-rev,openai-async,True,ROC_se0_ag3_f_02_2,final_s_del_20a_21b,morpho_syntax
20394,169,work <-> worked,work , worked,aa-rev,openai-async,True,ROC_se0_ag3_f_02_2,stem_for_past_20e,morpho_syntax
20395,217,talk <-> talked,talk , talked,aa-rev,openai-async,True,ROC_se0_ag3_f_02_2,stem_for_past_20e,morpho_syntax
20396,342,work <-> worked,work , worked,aa-rev,openai-async,True,ROC_se0_ag3_f_02_2,stem_for_past_20e,morpho_syntax
20397,305,she <-> ***,she , ***,aa-rev,openai-async,True,ROC_se0_ag3_f_02_2,add_pronoun_21d,morpho_syntax
20398,287,*** <-> a,*** , a,aa-rev,openai-async,True,ROC_se0_ag3_f_02_2,is_lexical,morpho_syntax
20399,552,the <-> a,the , a,aa-rev,openai-async,True,ROC_se0_ag3_f_02_2,is_lexical,morpho_syntax
20400,11,okay <-> ***,okay , ***,aa-rev,openai-async,True,ROC_se0_ag3_f_02_2,filler_del,verbatim
20401,23,okay <-> ***,okay , ***,aa-rev,openai-async,True,ROC_se0_ag3_f_02_2,filler_del,verbatim
20402,54,uh <-> ***,uh , ***,aa-rev,openai-async,True,ROC_se0_ag3_f_02_2,filler_del,verbatim
20403,74,um <-> ***,um , ***,aa-rev,openai-async,True,ROC_se0_ag3_f_02_2,filler_del,verbatim
20404,105,mm-hmm <-> ***,mm-hmm , ***,aa-rev,openai-async,True,ROC_se0_ag3_f_02_2,filler_del,verbatim
20405,224,um <-> ***,um , ***,aa-rev,openai-async,True,ROC_se0_ag3_f_02_2,filler_del,verbatim
20406,252,uh <-> ***,uh , ***,aa-rev,openai-async,True,ROC_se0_ag3_f_02_2,filler_del,verbatim
20407,265,uh <-> ***,uh , ***,aa-rev,openai-async,True,ROC_se0_ag3_f_02_2,filler_del,verbatim
20408,330,um <-> ***,um , ***,aa-rev,openai-async,True,ROC_se0_ag3_f_02_2,filler_del,verbatim
20409,541,um <-> ***,um , ***,aa-rev,openai-async,True,ROC_se0_ag3_f_02_2,filler_del,verbatim
20410,180,discr- <-> ***,discr- , ***,aa-rev,openai-async,True,ROC_se0_ag3_f_02_2,del_restart,verbatim
20411,182,a- <-> ***,a- , ***,aa-rev,openai-async,True,ROC_se0_ag3_f_02_2,del_restart,verbatim
20412,1682,*** <-> are,*** , are,aa-rev,openai-async,True,ATL_se0_ag1_f_01_1,cop_aux_del_19a,morpho_syntax
20413,1705,*** <-> is,*** , is,aa-rev,openai-async,True,ATL_se0_ag1_f_01_1,cop_aux_del_19a,morpho_syntax
20414,2099,is <-> ***,is , ***,aa-rev,openai-async,True,ATL_se0_ag1_f_01_1,cop_aux_del_19a,morpho_syntax
20415,2490,he's <-> he,he's , he,aa-rev,openai-async,True,ATL_se0_ag1_f_01_1,cop_aux_del_19a,morpho_syntax
20416,4057,*** <-> is,*** , is,aa-rev,openai-async,True,ATL_se0_ag1_f_01_1,cop_aux_del_19a,morpho_syntax
20417,521,*** <-> do,*** , do,aa-rev,openai-async,True,ATL_se0_ag1_f_01_1,invariant_be_19b,morpho_syntax
20418,1245,*** <-> do,*** , do,aa-rev,openai-async,True,ATL_se0_ag1_f_01_1,invariant_be_19b,morpho_syntax
20419,1999,be <-> ***,be , ***,aa-rev,openai-async,True,ATL_se0_ag1_f_01_1,invariant_be_19b,morpho_syntax
20420,3857,don't <-> ***,don't , ***,aa-rev,openai-async,True,ATL_se0_ag1_f_01_1,invariant_be_19b,morpho_syntax
20421,4002,don't <-> ***,don't , ***,aa-rev,openai-async,True,ATL_se0_ag1_f_01_1,invariant_be_19b,morpho_syntax
20422,2356,i'll <-> i,i'll , i,aa-rev,openai-async,True,ATL_se0_ag1_f_01_1,future_ll_del_19c,morpho_syntax
20423,264,finna <-> gonna,finna , gonna,aa-rev,openai-async,True,ATL_se0_ag1_f_01_1,finna_19i,morpho_syntax
20424,1577,so i'm finna to have you help me out with some math then oh <-> ***,so i'm finna to have you help me out with some math then oh , ***,aa-rev,openai-async,True,ATL_se0_ag1_f_01_1,finna_19i,morpho_syntax
20425,992,criteria <-> criterias,criteria , criterias,aa-rev,openai-async,True,ATL_se0_ag1_f_01_1,final_s_del_20a_21b,morpho_syntax
20426,1468,kind <-> kinds,kind , kinds,aa-rev,openai-async,True,ATL_se0_ag1_f_01_1,final_s_del_20a_21b,morpho_syntax
20427,1661,type <-> types,type , types,aa-rev,openai-async,True,ATL_se0_ag1_f_01_1,final_s_del_20a_21b,morpho_syntax
20428,1663,maths <-> math,maths , math,aa-rev,openai-async,True,ATL_se0_ag1_f_01_1,final_s_del_20a_21b,morpho_syntax
20429,2434,needs <-> need,needs , need,aa-rev,openai-async,True,ATL_se0_ag1_f_01_1,final_s_del_20a_21b,morpho_syntax
20430,3144,recorders <-> recorder,recorders , recorder,aa-rev,openai-async,True,ATL_se0_ag1_f_01_1,final_s_del_20a_21b,morpho_syntax
20431,3542,yoda <-> yodas,yoda , yodas,aa-rev,openai-async,True,ATL_se0_ag1_f_01_1,final_s_del_20a_21b,morpho_syntax
20432,4294,pain <-> pains,pain , pains,aa-rev,openai-async,True,ATL_se0_ag1_f_01_1,final_s_del_20a_21b,morpho_syntax
20433,638,they <-> ***,they , ***,aa-rev,openai-async,True,ATL_se0_ag1_f_01_1,add_pronoun_21d,morpho_syntax
20434,655,*** <-> she,*** , she,aa-rev,openai-async,True,ATL_se0_ag1_f_01_1,add_pronoun_21d,morpho_syntax
20435,3120,*** <-> it,*** , it,aa-rev,openai-async,True,ATL_se0_ag1_f_01_1,add_pronoun_21d,morpho_syntax
20436,4178,it <-> ***,it , ***,aa-rev,openai-async,True,ATL_se0_ag1_f_01_1,add_pronoun_21d,morpho_syntax
20437,4528,it <-> ***,it , ***,aa-rev,openai-async,True,ATL_se0_ag1_f_01_1,add_pronoun_21d,morpho_syntax
20438,1344,ain't <-> didn't,ain't , didn't,aa-rev,openai-async,True,ATL_se0_ag1_f_01_1,aint_sub_22a,morpho_syntax
20439,4139,didn't <-> ain't,didn't , ain't,aa-rev,openai-async,True,ATL_se0_ag1_f_01_1,aint_sub_22a,morpho_syntax
20440,2843,*** <-> if,*** , if,aa-rev,openai-async,True,ATL_se0_ag1_f_01_1,if_whether_del_23b,morpho_syntax
20441,3028,if <-> ***,if , ***,aa-rev,openai-async,True,ATL_se0_ag1_f_01_1,if_whether_del_23b,morpho_syntax
20442,311,they <-> their,they , their,aa-rev,openai-async,True,ATL_se0_ag1_f_01_1,they_their_sub_8ish,morpho_syntax
20443,1572,they <-> their,they , their,aa-rev,openai-async,True,ATL_se0_ag1_f_01_1,they_their_sub_8ish,morpho_syntax
20444,1854,they <-> their,they , their,aa-rev,openai-async,True,ATL_se0_ag1_f_01_1,they_their_sub_8ish,morpho_syntax
20445,2782,they <-> their,they , their,aa-rev,openai-async,True,ATL_se0_ag1_f_01_1,they_their_sub_8ish,morpho_syntax
20446,2853,they <-> their,they , their,aa-rev,openai-async,True,ATL_se0_ag1_f_01_1,they_their_sub_8ish,morpho_syntax
20447,869,them <-> him,them , him,aa-rev,openai-async,True,ATL_se0_ag1_f_01_1,is_red_form,morpho_syntax
20448,1000,wanna <-> want a,wanna , want a,aa-rev,openai-async,True,ATL_se0_ag1_f_01_1,is_red_form,morpho_syntax
20449,1250,the <-> them,the , them,aa-rev,openai-async,True,ATL_se0_ag1_f_01_1,is_red_form,morpho_syntax
20450,1850,them <-> that,them , that,aa-rev,openai-async,True,ATL_se0_ag1_f_01_1,is_red_form,morpho_syntax
20451,1953,loud <-> about,loud , about,aa-rev,openai-async,True,ATL_se0_ag1_f_01_1,is_red_form,morpho_syntax
20452,2609,talking about <-> some of,talking about , some of,aa-rev,openai-async,True,ATL_se0_ag1_f_01_1,is_red_form,morpho_syntax
20453,3214,*** <-> want to,*** , want to,aa-rev,openai-async,True,ATL_se0_ag1_f_01_1,is_red_form,morpho_syntax
20454,4422,gonna <-> you don't,gonna , you don't,aa-rev,openai-async,True,ATL_se0_ag1_f_01_1,is_red_form,morpho_syntax
20455,37,*** <-> a,*** , a,aa-rev,openai-async,True,ATL_se0_ag1_f_01_1,is_lexical,morpho_syntax
20456,44,i'm <-> i,i'm , i,aa-rev,openai-async,True,ATL_se0_ag1_f_01_1,is_lexical,morpho_syntax
20457,222,*** <-> a,*** , a,aa-rev,openai-async,True,ATL_se0_ag1_f_01_1,is_lexical,morpho_syntax
20458,229,i <-> ***,i , ***,aa-rev,openai-async,True,ATL_se0_ag1_f_01_1,is_lexical,morpho_syntax
20459,697,i <-> ***,i , ***,aa-rev,openai-async,True,ATL_se0_ag1_f_01_1,is_lexical,morpho_syntax
20460,798,a <-> the,a , the,aa-rev,openai-async,True,ATL_se0_ag1_f_01_1,is_lexical,morpho_syntax
20461,936,a <-> an,a , an,aa-rev,openai-async,True,ATL_se0_ag1_f_01_1,is_lexical,morpho_syntax
20462,1110,a <-> the,a , the,aa-rev,openai-async,True,ATL_se0_ag1_f_01_1,is_lexical,morpho_syntax
20463,1598,momma <-> mama,momma , mama,aa-rev,openai-async,True,ATL_se0_ag1_f_01_1,is_lexical,morpho_syntax
20464,1616,momma <-> mama,momma , mama,aa-rev,openai-async,True,ATL_se0_ag1_f_01_1,is_lexical,morpho_syntax
20465,1735,bruh <-> for uh,bruh , for uh,aa-rev,openai-async,True,ATL_se0_ag1_f_01_1,is_lexical,morpho_syntax
20466,2424,turnt <-> be turned,turnt , be turned,aa-rev,openai-async,True,ATL_se0_ag1_f_01_1,is_lexical,morpho_syntax
20467,2447,a <-> an,a , an,aa-rev,openai-async,True,ATL_se0_ag1_f_01_1,is_lexical,morpho_syntax
20468,2498,though <-> bruh,though , bruh,aa-rev,openai-async,True,ATL_se0_ag1_f_01_1,is_lexical,morpho_syntax
20469,2503,now <-> bruh,now , bruh,aa-rev,openai-async,True,ATL_se0_ag1_f_01_1,is_lexical,morpho_syntax
20470,2627,the <-> a,the , a,aa-rev,openai-async,True,ATL_se0_ag1_f_01_1,is_lexical,morpho_syntax
20471,2796,a <-> the,a , the,aa-rev,openai-async,True,ATL_se0_ag1_f_01_1,is_lexical,morpho_syntax
20472,2881,mom <-> mama,mom , mama,aa-rev,openai-async,True,ATL_se0_ag1_f_01_1,is_lexical,morpho_syntax
20473,3140,a <-> an,a , an,aa-rev,openai-async,True,ATL_se0_ag1_f_01_1,is_lexical,morpho_syntax
20474,3305,bruh <-> bro,bruh , bro,aa-rev,openai-async,True,ATL_se0_ag1_f_01_1,is_lexical,morpho_syntax
20475,3313,bruh <-> bro,bruh , bro,aa-rev,openai-async,True,ATL_se0_ag1_f_01_1,is_lexical,morpho_syntax
20476,193,name's <-> name is,name's , name is,aa-rev,openai-async,True,ATL_se0_ag1_f_01_1,is_contraction,reductions
20477,575,and is <-> it's,and is , it's,aa-rev,openai-async,True,ATL_se0_ag1_f_01_1,is_contraction,reductions
20478,1035,where'd <-> where did,where'd , where did,aa-rev,openai-async,True,ATL_se0_ag1_f_01_1,is_contraction,reductions
20479,2170,what'd <-> what did,what'd , what did,aa-rev,openai-async,True,ATL_se0_ag1_f_01_1,is_contraction,reductions
20480,20,hm <-> ***,hm , ***,aa-rev,openai-async,True,ATL_se0_ag1_f_01_1,filler_del,verbatim
20481,31,uh <-> ***,uh , ***,aa-rev,openai-async,True,ATL_se0_ag1_f_01_1,filler_del,verbatim
20482,51,um <-> ***,um , ***,aa-rev,openai-async,True,ATL_se0_ag1_f_01_1,filler_del,verbatim
20483,61,um <-> ***,um , ***,aa-rev,openai-async,True,ATL_se0_ag1_f_01_1,filler_del,verbatim
20484,93,um <-> ***,um , ***,aa-rev,openai-async,True,ATL_se0_ag1_f_01_1,filler_del,verbatim
20485,105,okay <-> ***,okay , ***,aa-rev,openai-async,True,ATL_se0_ag1_f_01_1,filler_del,verbatim
20486,227,um <-> ***,um , ***,aa-rev,openai-async,True,ATL_se0_ag1_f_01_1,filler_del,verbatim
20487,245,um <-> ***,um , ***,aa-rev,openai-async,True,ATL_se0_ag1_f_01_1,filler_del,verbatim
20488,273,um <-> ***,um , ***,aa-rev,openai-async,True,ATL_se0_ag1_f_01_1,filler_del,verbatim
20489,289,um <-> ***,um , ***,aa-rev,openai-async,True,ATL_se0_ag1_f_01_1,filler_del,verbatim
20490,384,okay <-> ***,okay , ***,aa-rev,openai-async,True,ATL_se0_ag1_f_01_1,filler_del,verbatim
20491,399,okay <-> ***,okay , ***,aa-rev,openai-async,True,ATL_se0_ag1_f_01_1,filler_del,verbatim
20492,415,uh-huh <-> ***,uh-huh , ***,aa-rev,openai-async,True,ATL_se0_ag1_f_01_1,filler_del,verbatim
20493,482,um <-> ***,um , ***,aa-rev,openai-async,True,ATL_se0_ag1_f_01_1,filler_del,verbatim
20494,485,um <-> ***,um , ***,aa-rev,openai-async,True,ATL_se0_ag1_f_01_1,filler_del,verbatim
20495,501,um <-> ***,um , ***,aa-rev,openai-async,True,ATL_se0_ag1_f_01_1,filler_del,verbatim
20496,527,um <-> ***,um , ***,aa-rev,openai-async,True,ATL_se0_ag1_f_01_1,filler_del,verbatim
20497,535,uh-huh <-> ***,uh-huh , ***,aa-rev,openai-async,True,ATL_se0_ag1_f_01_1,filler_del,verbatim
20498,562,uh-huh <-> ***,uh-huh , ***,aa-rev,openai-async,True,ATL_se0_ag1_f_01_1,filler_del,verbatim
20499,747,um <-> ***,um , ***,aa-rev,openai-async,True,ATL_se0_ag1_f_01_1,filler_del,verbatim
20500,759,um <-> ***,um , ***,aa-rev,openai-async,True,ATL_se0_ag1_f_01_1,filler_del,verbatim
20501,783,uh-huh <-> ***,uh-huh , ***,aa-rev,openai-async,True,ATL_se0_ag1_f_01_1,filler_del,verbatim
20502,842,um <-> ***,um , ***,aa-rev,openai-async,True,ATL_se0_ag1_f_01_1,filler_del,verbatim
20503,887,um <-> ***,um , ***,aa-rev,openai-async,True,ATL_se0_ag1_f_01_1,filler_del,verbatim
20504,892,um <-> ***,um , ***,aa-rev,openai-async,True,ATL_se0_ag1_f_01_1,filler_del,verbatim
20505,902,um <-> ***,um , ***,aa-rev,openai-async,True,ATL_se0_ag1_f_01_1,filler_del,verbatim
